HPNR,Leistungstyp,Heilmittelbereich,Leistungserbringer,Grundlage,Leistungsart,Leistung,gültig ab,gültig bis,Eigentümer
83302,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Mitteilung/Bericht an den Arzt,Bericht des Leistungserbringers an die verordnende Ärztin oder den verordnenden Arzt,1900-01-01,9999-12-31,GKV-SV
33303,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ","Logopäde/ Sprachtherapeut/ Atem-, Sprech- und Stimmlehrer", 125 Abs. 1 SGB V,Mitteilung/Bericht an den Arzt,Bericht auf besondere Anforderung,1900-01-01,9999-12-31,GKV-SV
43303,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Sonst. Sprachtherapeut (Verwendung soweit abweichende landesrechtl. Vergütungsregelungen bestehen), 125 Abs. 1 SGB V,Mitteilung/Bericht an den Arzt,Bericht auf besondere Anforderung,1900-01-01,9999-12-31,GKV-SV
63303,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Krankenhaus, 125 Abs. 1 SGB V,Mitteilung/Bericht an den Arzt,Bericht auf besondere Anforderung,1900-01-01,9999-12-31,GKV-SV
83303,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Mitteilung/Bericht an den Arzt,Bericht auf besondere Anforderung,1900-01-01,9999-12-31,GKV-SV
33401,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ","Logopäde/ Sprachtherapeut/ Atem-, Sprech- und Stimmlehrer",,Beratung,Logop. Beratung u./o. logop. Anleitung der Bezugsperson,1900-01-01,9999-12-31,
43401,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Sonst. Sprachtherapeut (Verwendung soweit abweichende landesrechtl. Vergütungsregelungen bestehen),,Beratung,Logop. Beratung u./o. logop. Anleitung der Bezugsperson,1900-01-01,9999-12-31,
63401,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Krankenhaus,,Beratung,Logop. Beratung u./o. logop. Anleitung der Bezugsperson,1900-01-01,9999-12-31,
83401,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Beratung,Logop. Beratung u./o. logop. Anleitung der Bezugsperson,1900-01-01,9999-12-31,
54001,Heilmittel,Ergotherapie,Ergotherapeut,,Befunderhebung,Befunderhebung,1900-01-01,9999-12-31,
64001,Heilmittel,Ergotherapie,Krankenhaus,,Befunderhebung,Befunderhebung,1900-01-01,9999-12-31,
84001,Heilmittel,Ergotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Befunderhebung,Befunderhebung,1900-01-01,9999-12-31,
54002,Heilmittel,Ergotherapie,Ergotherapeut, 125 Abs. 1 SGB V,Befunderhebung,Analyse des ergotherapeutischen Bedarfs,1900-01-01,9999-12-31,GKV-SV
64002,Heilmittel,Ergotherapie,Krankenhaus, 125 Abs. 1 SGB V,Befunderhebung,Analyse des ergotherapeutischen Bedarfs,1900-01-01,9999-12-31,GKV-SV
84002,Heilmittel,Ergotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Befunderhebung,Analyse des ergotherapeutischen Bedarfs,1900-01-01,9999-12-31,GKV-SV
54101,Heilmittel,Ergotherapie,Ergotherapeut,,Einzelbehandlung,Einzelbehandlung (45 Minuten),1900-01-01,9999-12-31,
64101,Heilmittel,Ergotherapie,Krankenhaus,,Einzelbehandlung,Einzelbehandlung (45 Minuten),1900-01-01,9999-12-31,
84101,Heilmittel,Ergotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Einzelbehandlung,Einzelbehandlung (45 Minuten),1900-01-01,9999-12-31,
54102,Heilmittel,Ergotherapie,Ergotherapeut, 125 Abs. 1 SGB V,Einzelbehandlung,Motorisch-funktionelle Behandlung: Einzelbehandlung ,1900-01-01,9999-12-31,GKV-SV
64102,Heilmittel,Ergotherapie,Krankenhaus, 125 Abs. 1 SGB V,Einzelbehandlung,Motorisch-funktionelle Behandlung: Einzelbehandlung ,1900-01-01,9999-12-31,GKV-SV
84102,Heilmittel,Ergotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Einzelbehandlung,Motorisch-funktionelle Behandlung: Einzelbehandlung ,1900-01-01,9999-12-31,GKV-SV
54103,Heilmittel,Ergotherapie,Ergotherapeut, 125 Abs. 1 SGB V,Einzelbehandlung,Sensomotorisch-perzeptive Behandlung: Einzelbehandlung ,1900-01-01,9999-12-31,GKV-SV
64103,Heilmittel,Ergotherapie,Krankenhaus, 125 Abs. 1 SGB V,Einzelbehandlung,Sensomotorisch-perzeptive Behandlung: Einzelbehandlung ,1900-01-01,9999-12-31,GKV-SV
84103,Heilmittel,Ergotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Einzelbehandlung,Sensomotorisch-perzeptive Behandlung: Einzelbehandlung ,1900-01-01,9999-12-31,GKV-SV
54104,Heilmittel,Ergotherapie,Ergotherapeut, 125 Abs. 1 SGB V,Einzelbehandlung,Ergoth. Hirnleistungstraining: Einzelbehandlung ,1900-01-01,9999-12-31,GKV-SV
64104,Heilmittel,Ergotherapie,Krankenhaus, 125 Abs. 1 SGB V,Einzelbehandlung,Ergoth. Hirnleistungstraining: Einzelbehandlung ,1900-01-01,9999-12-31,GKV-SV
84104,Heilmittel,Ergotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Einzelbehandlung,Ergoth. Hirnleistungstraining: Einzelbehandlung ,1900-01-01,9999-12-31,GKV-SV
54105,Heilmittel,Ergotherapie,Ergotherapeut, 125 Abs. 1 SGB V,Einzelbehandlung,Psychisch-funktionelle Behandlung: Einzelbehandlung ,1900-01-01,9999-12-31,GKV-SV
64105,Heilmittel,Ergotherapie,Krankenhaus, 125 Abs. 1 SGB V,Einzelbehandlung,Psychisch-funktionelle Behandlung: Einzelbehandlung ,1900-01-01,9999-12-31,GKV-SV
84105,Heilmittel,Ergotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Einzelbehandlung,Psychisch-funktionelle Behandlung: Einzelbehandlung ,1900-01-01,9999-12-31,GKV-SV
54106,Heilmittel,Ergotherapie,Ergotherapeut,,Einzelbehandlung,Einzelbehandlung (60 Minuten),1900-01-01,9999-12-31,
64106,Heilmittel,Ergotherapie,Krankenhaus,,Einzelbehandlung,Einzelbehandlung (60 Minuten),1900-01-01,9999-12-31,
84106,Heilmittel,Ergotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Einzelbehandlung,Einzelbehandlung (60 Minuten),1900-01-01,9999-12-31,
54107,Heilmittel,Ergotherapie,Ergotherapeut, 125 Abs. 1 SGB V,Einzelbehandlung,Motorisch-funktionelle Behandlung: Einzelbehandlung bei Beratung zur Integration in das häusliche und soziale Umfeld ,1900-01-01,9999-12-31,GKV-SV
64107,Heilmittel,Ergotherapie,Krankenhaus, 125 Abs. 1 SGB V,Einzelbehandlung,Motorisch-funktionelle Behandlung: Einzelbehandlung bei Beratung zur Integration in das häusliche und soziale Umfeld ,1900-01-01,9999-12-31,GKV-SV
84107,Heilmittel,Ergotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Einzelbehandlung,Motorisch-funktionelle Behandlung: Einzelbehandlung bei Beratung zur Integration in das häusliche und soziale Umfeld ,1900-01-01,9999-12-31,GKV-SV
54108,Heilmittel,Ergotherapie,Ergotherapeut, 125 Abs. 1 SGB V,Einzelbehandlung,Sensomotorisch-perzeptive Behandlung: Einzelbehandlung bei Beratung zur Integration in das häusliche und soziale Umfeld ,1900-01-01,9999-12-31,GKV-SV
64108,Heilmittel,Ergotherapie,Krankenhaus, 125 Abs. 1 SGB V,Einzelbehandlung,Sensomotorisch-perzeptive Behandlung: Einzelbehandlung bei Beratung zur Integration in das häusliche und soziale Umfeld ,1900-01-01,9999-12-31,GKV-SV
84108,Heilmittel,Ergotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Einzelbehandlung,Sensomotorisch-perzeptive Behandlung: Einzelbehandlung bei Beratung zur Integration in das häusliche und soziale Umfeld ,1900-01-01,9999-12-31,GKV-SV
54109,Heilmittel,Ergotherapie,Ergotherapeut, 125 Abs. 1 SGB V,Einzelbehandlung,Psychisch-funktionelle Behandlung: Einzelbehandlung bei Beratung zur Integration in das häusliche und soziale Umfeld ,1900-01-01,9999-12-31,GKV-SV
64109,Heilmittel,Ergotherapie,Krankenhaus, 125 Abs. 1 SGB V,Einzelbehandlung,Psychisch-funktionelle Behandlung: Einzelbehandlung bei Beratung zur Integration in das häusliche und soziale Umfeld ,1900-01-01,9999-12-31,GKV-SV
84109,Heilmittel,Ergotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Einzelbehandlung,Psychisch-funktionelle Behandlung: Einzelbehandlung bei Beratung zur Integration in das häusliche und soziale Umfeld ,1900-01-01,9999-12-31,GKV-SV
54110,Heilmittel,Ergotherapie,Ergotherapeut,,Einzelbehandlung,Bei psychisch-funktionellen Störungen (soweit verordnete zusammenhängende Einheiten als Belastungserprobung abgegeben werden),1900-01-01,9999-12-31,
64110,Heilmittel,Ergotherapie,Krankenhaus,,Einzelbehandlung,Bei psychisch-funktionellen Störungen (soweit verordnete zusammenhängende Einheiten als Belastungserprobung abgegeben werden),1900-01-01,9999-12-31,
84110,Heilmittel,Ergotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Einzelbehandlung,Bei psychisch-funktionellen Störungen (soweit verordnete zusammenhängende Einheiten als Belastungserprobung abgegeben werden),1900-01-01,9999-12-31,
54111,Heilmittel,Ergotherapie,Ergotherapeut,,Einzelbehandlung,Beratung zur Integration in das häusliche und soziale Umfeld,1900-01-01,9999-12-31,
64111,Heilmittel,Ergotherapie,Krankenhaus,,Einzelbehandlung,Beratung zur Integration in das häusliche und soziale Umfeld,1900-01-01,9999-12-31,
84111,Heilmittel,Ergotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Einzelbehandlung,Beratung zur Integration in das häusliche und soziale Umfeld,1900-01-01,9999-12-31,
54112,Heilmittel,Ergotherapie,Ergotherapeut, 125 Abs. 1 SGB V,Einzelbehandlung,Ergoth. Hirnleistungstraining: Einzelbehandlung bei Beratung zur Integration in das häusliche und soziale Umfeld ,1900-01-01,9999-12-31,GKV-SV
64112,Heilmittel,Ergotherapie,Krankenhaus, 125 Abs. 1 SGB V,Einzelbehandlung,Ergoth. Hirnleistungstraining: Einzelbehandlung bei Beratung zur Integration in das häusliche und soziale Umfeld ,1900-01-01,9999-12-31,GKV-SV
84112,Heilmittel,Ergotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Einzelbehandlung,Ergoth. Hirnleistungstraining: Einzelbehandlung bei Beratung zur Integration in das häusliche und soziale Umfeld ,1900-01-01,9999-12-31,GKV-SV
54122,Heilmittel,Ergotherapie,Ergotherapeut, 125 Abs. 1 SGB V,Einzelbehandlung,Motorisch-funktionelle Behandlung: Einzelbehandlung als telemedizinische Leistung  ,1900-01-01,9999-12-31,GKV-SV
64122,Heilmittel,Ergotherapie,Krankenhaus, 125 Abs. 1 SGB V,Einzelbehandlung,Motorisch-funktionelle Behandlung: Einzelbehandlung als telemedizinische Leistung  ,1900-01-01,9999-12-31,GKV-SV
84122,Heilmittel,Ergotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Einzelbehandlung,Motorisch-funktionelle Behandlung: Einzelbehandlung als telemedizinische Leistung  ,1900-01-01,9999-12-31,GKV-SV
54123,Heilmittel,Ergotherapie,Ergotherapeut, 125 Abs. 1 SGB V,Einzelbehandlung,Sensomotorisch-perzeptive Behandlung: Einzelbehandlung als telemedizinische Leistung  ,1900-01-01,9999-12-31,GKV-SV
64123,Heilmittel,Ergotherapie,Krankenhaus, 125 Abs. 1 SGB V,Einzelbehandlung,Sensomotorisch-perzeptive Behandlung: Einzelbehandlung als telemedizinische Leistung  ,1900-01-01,9999-12-31,GKV-SV
84123,Heilmittel,Ergotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Einzelbehandlung,Sensomotorisch-perzeptive Behandlung: Einzelbehandlung als telemedizinische Leistung  ,1900-01-01,9999-12-31,GKV-SV
54124,Heilmittel,Ergotherapie,Ergotherapeut, 125 Abs. 1 SGB V,Einzelbehandlung,Ergoth. Hirnleistungstraining: Einzelbehandlung als telemedizinische Leistung ,1900-01-01,9999-12-31,GKV-SV
64124,Heilmittel,Ergotherapie,Krankenhaus, 125 Abs. 1 SGB V,Einzelbehandlung,Ergoth. Hirnleistungstraining: Einzelbehandlung als telemedizinische Leistung ,1900-01-01,9999-12-31,GKV-SV
84124,Heilmittel,Ergotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Einzelbehandlung,Ergoth. Hirnleistungstraining: Einzelbehandlung als telemedizinische Leistung ,1900-01-01,9999-12-31,GKV-SV
54125,Heilmittel,Ergotherapie,Ergotherapeut, 125 Abs. 1 SGB V,Einzelbehandlung,Psychisch-funktionelle Behandlung: Einzelbehandlung als telemedizinische Leistung ,1900-01-01,9999-12-31,GKV-SV
64125,Heilmittel,Ergotherapie,Krankenhaus, 125 Abs. 1 SGB V,Einzelbehandlung,Psychisch-funktionelle Behandlung: Einzelbehandlung als telemedizinische Leistung ,1900-01-01,9999-12-31,GKV-SV
84125,Heilmittel,Ergotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Einzelbehandlung,Psychisch-funktionelle Behandlung: Einzelbehandlung als telemedizinische Leistung ,1900-01-01,9999-12-31,GKV-SV
54127,Heilmittel,Ergotherapie,Ergotherapeut, 125 Abs. 1 SGB V,Einzelbehandlung,Motorisch-funktionelle Behandlung: Einzelbehandlung bei Beratung zur Integration in das häusliche und soziale Umfeld als telemedizinische Leistung ,1900-01-01,9999-12-31,GKV-SV
64127,Heilmittel,Ergotherapie,Krankenhaus, 125 Abs. 1 SGB V,Einzelbehandlung,Motorisch-funktionelle Behandlung: Einzelbehandlung bei Beratung zur Integration in das häusliche und soziale Umfeld als telemedizinische Leistung ,1900-01-01,9999-12-31,GKV-SV
84127,Heilmittel,Ergotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Einzelbehandlung,Motorisch-funktionelle Behandlung: Einzelbehandlung bei Beratung zur Integration in das häusliche und soziale Umfeld als telemedizinische Leistung ,1900-01-01,9999-12-31,GKV-SV
54128,Heilmittel,Ergotherapie,Ergotherapeut, 125 Abs. 1 SGB V,Einzelbehandlung,Sensomotorisch-perzeptive Behandlung: Einzelbehandlung bei Beratung zur Integration in das häusliche und soziale Umfeld als telemedizinische Leistung ,1900-01-01,9999-12-31,GKV-SV
64128,Heilmittel,Ergotherapie,Krankenhaus, 125 Abs. 1 SGB V,Einzelbehandlung,Sensomotorisch-perzeptive Behandlung: Einzelbehandlung bei Beratung zur Integration in das häusliche und soziale Umfeld als telemedizinische Leistung ,1900-01-01,9999-12-31,GKV-SV
84128,Heilmittel,Ergotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Einzelbehandlung,Sensomotorisch-perzeptive Behandlung: Einzelbehandlung bei Beratung zur Integration in das häusliche und soziale Umfeld als telemedizinische Leistung ,1900-01-01,9999-12-31,GKV-SV
54129,Heilmittel,Ergotherapie,Ergotherapeut, 125 Abs. 1 SGB V,Einzelbehandlung,Psychisch-funktionelle Behandlung: Einzelbehandlung bei Beratung zur Integration in das häusliche und soziale Umfeld als telemedizinische Leistung ,1900-01-01,9999-12-31,GKV-SV
64129,Heilmittel,Ergotherapie,Krankenhaus, 125 Abs. 1 SGB V,Einzelbehandlung,Psychisch-funktionelle Behandlung: Einzelbehandlung bei Beratung zur Integration in das häusliche und soziale Umfeld als telemedizinische Leistung ,1900-01-01,9999-12-31,GKV-SV
84129,Heilmittel,Ergotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Einzelbehandlung,Psychisch-funktionelle Behandlung: Einzelbehandlung bei Beratung zur Integration in das häusliche und soziale Umfeld als telemedizinische Leistung ,1900-01-01,9999-12-31,GKV-SV
54132,Heilmittel,Ergotherapie,Ergotherapeut, 125 Abs. 1 SGB V,Einzelbehandlung,Ergoth. Hirnleistungstraining: Einzelbehandlung bei Beratung zur Integration in das häusliche und soziale Umfeld als telemedizinische Leistung ,1900-01-01,9999-12-31,GKV-SV
64132,Heilmittel,Ergotherapie,Krankenhaus, 125 Abs. 1 SGB V,Einzelbehandlung,Ergoth. Hirnleistungstraining: Einzelbehandlung bei Beratung zur Integration in das häusliche und soziale Umfeld als telemedizinische Leistung ,1900-01-01,9999-12-31,GKV-SV
84132,Heilmittel,Ergotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Einzelbehandlung,Ergoth. Hirnleistungstraining: Einzelbehandlung bei Beratung zur Integration in das häusliche und soziale Umfeld als telemedizinische Leistung ,1900-01-01,9999-12-31,GKV-SV
54201,Heilmittel,Ergotherapie,Ergotherapeut,,Gruppenbehandlung,"60 Minuten, je Teilnehmer",1900-01-01,9999-12-31,
64201,Heilmittel,Ergotherapie,Krankenhaus,,Gruppenbehandlung,"60 Minuten, je Teilnehmer",1900-01-01,9999-12-31,
84201,Heilmittel,Ergotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Gruppenbehandlung,"60 Minuten, je Teilnehmer",1900-01-01,9999-12-31,
54202,Heilmittel,Ergotherapie,Ergotherapeut,,Gruppenbehandlung,"3-5 Patienten, 45 Minuten, je Teilnehmer",1900-01-01,9999-12-31,
64202,Heilmittel,Ergotherapie,Krankenhaus,,Gruppenbehandlung,"3-5 Patienten, 45 Minuten, je Teilnehmer",1900-01-01,9999-12-31,
84202,Heilmittel,Ergotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Gruppenbehandlung,"3-5 Patienten, 45 Minuten, je Teilnehmer",1900-01-01,9999-12-31,
54203,Heilmittel,Ergotherapie,Ergotherapeut,,Gruppenbehandlung,"bei psychischen Stör., 90 Minuten, je Teilnehmer",1900-01-01,9999-12-31,
64203,Heilmittel,Ergotherapie,Krankenhaus,,Gruppenbehandlung,"bei psychischen Stör., 90 Minuten, je Teilnehmer",1900-01-01,9999-12-31,
84203,Heilmittel,Ergotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Gruppenbehandlung,"bei psychischen Stör., 90 Minuten, je Teilnehmer",1900-01-01,9999-12-31,
54204,Heilmittel,Ergotherapie,Ergotherapeut,,Gruppenbehandlung,"5-6 Patienten, 60 Minuten, je Teilnehmer",1900-01-01,9999-12-31,
64204,Heilmittel,Ergotherapie,Krankenhaus,,Gruppenbehandlung,"5-6 Patienten, 60 Minuten, je Teilnehmer",1900-01-01,9999-12-31,
84204,Heilmittel,Ergotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Gruppenbehandlung,"5-6 Patienten, 60 Minuten, je Teilnehmer",1900-01-01,9999-12-31,
54205,Heilmittel,Ergotherapie,Ergotherapeut, 125 Abs. 1 SGB V,Gruppenbehandlung,Motorisch-funktionelle Behandlung: Parallelbehandlung bei gleichzeitiger Anwesenheit von zwei Patienten ,1900-01-01,9999-12-31,GKV-SV
64205,Heilmittel,Ergotherapie,Krankenhaus, 125 Abs. 1 SGB V,Gruppenbehandlung,Motorisch-funktionelle Behandlung: Parallelbehandlung bei gleichzeitiger Anwesenheit von zwei Patienten ,1900-01-01,9999-12-31,GKV-SV
84205,Heilmittel,Ergotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Gruppenbehandlung,Motorisch-funktionelle Behandlung: Parallelbehandlung bei gleichzeitiger Anwesenheit von zwei Patienten ,1900-01-01,9999-12-31,GKV-SV
54206,Heilmittel,Ergotherapie,Ergotherapeut, 125 Abs. 1 SGB V,Gruppenbehandlung,Sensomotorisch-perzeptive Behandlung: Parallelbehandlung bei gleichzeitiger Anwesenheit von zwei Patienten ,1900-01-01,9999-12-31,GKV-SV
64206,Heilmittel,Ergotherapie,Krankenhaus, 125 Abs. 1 SGB V,Gruppenbehandlung,Sensomotorisch-perzeptive Behandlung: Parallelbehandlung bei gleichzeitiger Anwesenheit von zwei Patienten ,1900-01-01,9999-12-31,GKV-SV
84206,Heilmittel,Ergotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Gruppenbehandlung,Sensomotorisch-perzeptive Behandlung: Parallelbehandlung bei gleichzeitiger Anwesenheit von zwei Patienten ,1900-01-01,9999-12-31,GKV-SV
54207,Heilmittel,Ergotherapie,Ergotherapeut, 125 Abs. 1 SGB V,Gruppenbehandlung,Ergoth. Hirnleistungstraining: Parallelbehandlung bei gleichzeitiger Anwesenheit von zwei Patienten ,1900-01-01,9999-12-31,GKV-SV
64207,Heilmittel,Ergotherapie,Krankenhaus, 125 Abs. 1 SGB V,Gruppenbehandlung,Ergoth. Hirnleistungstraining: Parallelbehandlung bei gleichzeitiger Anwesenheit von zwei Patienten ,1900-01-01,9999-12-31,GKV-SV
84207,Heilmittel,Ergotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Gruppenbehandlung,Ergoth. Hirnleistungstraining: Parallelbehandlung bei gleichzeitiger Anwesenheit von zwei Patienten ,1900-01-01,9999-12-31,GKV-SV
54208,Heilmittel,Ergotherapie,Ergotherapeut, 125 Abs. 1 SGB V,Gruppenbehandlung,Psychisch-funktionelle Behandlung: Parallelbehandlung bei gleichzeitiger Anwesenheit von zwei Patienten ,1900-01-01,9999-12-31,GKV-SV
64208,Heilmittel,Ergotherapie,Krankenhaus, 125 Abs. 1 SGB V,Gruppenbehandlung,Psychisch-funktionelle Behandlung: Parallelbehandlung bei gleichzeitiger Anwesenheit von zwei Patienten ,1900-01-01,9999-12-31,GKV-SV
84208,Heilmittel,Ergotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Gruppenbehandlung,Psychisch-funktionelle Behandlung: Parallelbehandlung bei gleichzeitiger Anwesenheit von zwei Patienten ,1900-01-01,9999-12-31,GKV-SV
54209,Heilmittel,Ergotherapie,Ergotherapeut, 125 Abs. 1 SGB V,Gruppenbehandlung,Motorisch-funktionelle Behandlung: Gruppenbehandlung (3 - 6 Patienten),1900-01-01,9999-12-31,GKV-SV
