HPNR,Leistungstyp,Heilmittelbereich,Leistungserbringer,Grundlage,Leistungsart,Leistung,gültig ab,gültig bis,Eigentümer
63210,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Krankenhaus,,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Kinder, 3er Gruppe, mindestens 60 Minuten, je Gruppe",1900-01-01,9999-12-31,
83210,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Kinder, 3er Gruppe, mindestens 60 Minuten, je Gruppe",1900-01-01,9999-12-31,
33211,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ","Logopäde/ Sprachtherapeut/ Atem-, Sprech- und Stimmlehrer",,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Kinder, 4er Gruppe, mindestens 60 Minuten, je Gruppe",1900-01-01,9999-12-31,
43211,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Sonst. Sprachtherapeut (Verwendung soweit abweichende landesrechtl. Vergütungsregelungen bestehen),,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Kinder, 4er Gruppe, mindestens 60 Minuten, je Gruppe",1900-01-01,9999-12-31,
63211,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Krankenhaus,,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Kinder, 4er Gruppe, mindestens 60 Minuten, je Gruppe",1900-01-01,9999-12-31,
83211,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Kinder, 4er Gruppe, mindestens 60 Minuten, je Gruppe",1900-01-01,9999-12-31,
33212,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ","Logopäde/ Sprachtherapeut/ Atem-, Sprech- und Stimmlehrer",,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Erwachsene, 2er Gruppe, mindestens 90 Minuten, je Gruppe",1900-01-01,9999-12-31,
43212,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Sonst. Sprachtherapeut (Verwendung soweit abweichende landesrechtl. Vergütungsregelungen bestehen),,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Erwachsene, 2er Gruppe, mindestens 90 Minuten, je Gruppe",1900-01-01,9999-12-31,
63212,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Krankenhaus,,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Erwachsene, 2er Gruppe, mindestens 90 Minuten, je Gruppe",1900-01-01,9999-12-31,
83212,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Erwachsene, 2er Gruppe, mindestens 90 Minuten, je Gruppe",1900-01-01,9999-12-31,
33213,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ","Logopäde/ Sprachtherapeut/ Atem-, Sprech- und Stimmlehrer",,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Erwachsene, 3er Gruppe, mindestens 90 Minuten, je Gruppe",1900-01-01,9999-12-31,
43213,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Sonst. Sprachtherapeut (Verwendung soweit abweichende landesrechtl. Vergütungsregelungen bestehen),,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Erwachsene, 3er Gruppe, mindestens 90 Minuten, je Gruppe",1900-01-01,9999-12-31,
63213,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Krankenhaus,,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Erwachsene, 3er Gruppe, mindestens 90 Minuten, je Gruppe",1900-01-01,9999-12-31,
83213,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Erwachsene, 3er Gruppe, mindestens 90 Minuten, je Gruppe",1900-01-01,9999-12-31,
33214,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ","Logopäde/ Sprachtherapeut/ Atem-, Sprech- und Stimmlehrer",,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Erwachsene, 4er Gruppe, mindestens 90 Minuten, je Gruppe",1900-01-01,9999-12-31,
43214,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Sonst. Sprachtherapeut (Verwendung soweit abweichende landesrechtl. Vergütungsregelungen bestehen),,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Erwachsene, 4er Gruppe, mindestens 90 Minuten, je Gruppe",1900-01-01,9999-12-31,
63214,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Krankenhaus,,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Erwachsene, 4er Gruppe, mindestens 90 Minuten, je Gruppe",1900-01-01,9999-12-31,
83214,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Erwachsene, 4er Gruppe, mindestens 90 Minuten, je Gruppe",1900-01-01,9999-12-31,
33215,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ","Logopäde/ Sprachtherapeut/ Atem-, Sprech- und Stimmlehrer",,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),je Teilnehmer bei Stimmstörungen,1900-01-01,9999-12-31,
43215,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Sonst. Sprachtherapeut (Verwendung soweit abweichende landesrechtl. Vergütungsregelungen bestehen),,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),je Teilnehmer bei Stimmstörungen,1900-01-01,9999-12-31,
63215,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Krankenhaus,,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),je Teilnehmer bei Stimmstörungen,1900-01-01,9999-12-31,
83215,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),je Teilnehmer bei Stimmstörungen,1900-01-01,9999-12-31,
33216,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ","Logopäde/ Sprachtherapeut/ Atem-, Sprech- und Stimmlehrer",,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),je Teilnehmer bei Sprech- u./o. Stimmstörungen,1900-01-01,9999-12-31,
43216,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Sonst. Sprachtherapeut (Verwendung soweit abweichende landesrechtl. Vergütungsregelungen bestehen),,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),je Teilnehmer bei Sprech- u./o. Stimmstörungen,1900-01-01,9999-12-31,
63216,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Krankenhaus,,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),je Teilnehmer bei Sprech- u./o. Stimmstörungen,1900-01-01,9999-12-31,
83216,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),je Teilnehmer bei Sprech- u./o. Stimmstörungen,1900-01-01,9999-12-31,
33217,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ","Logopäde/ Sprachtherapeut/ Atem-, Sprech- und Stimmlehrer",,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"je Teilnehmer bei Stimmstörungen, mindestens 60 Minuten",1900-01-01,9999-12-31,
43217,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Sonst. Sprachtherapeut (Verwendung soweit abweichende landesrechtl. Vergütungsregelungen bestehen),,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"je Teilnehmer bei Stimmstörungen, mindestens 60 Minuten",1900-01-01,9999-12-31,
63217,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Krankenhaus,,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"je Teilnehmer bei Stimmstörungen, mindestens 60 Minuten",1900-01-01,9999-12-31,
83217,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"je Teilnehmer bei Stimmstörungen, mindestens 60 Minuten",1900-01-01,9999-12-31,
33218,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ","Logopäde/ Sprachtherapeut/ Atem-, Sprech- und Stimmlehrer",,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"je Teilnehmer bei Sprech- u./o. Sprachstörungen, mindestens 60 Minuten",1900-01-01,9999-12-31,
43218,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Sonst. Sprachtherapeut (Verwendung soweit abweichende landesrechtl. Vergütungsregelungen bestehen),,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"je Teilnehmer bei Sprech- u./o. Sprachstörungen, mindestens 60 Minuten",1900-01-01,9999-12-31,
63218,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Krankenhaus,,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"je Teilnehmer bei Sprech- u./o. Sprachstörungen, mindestens 60 Minuten",1900-01-01,9999-12-31,
83218,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"je Teilnehmer bei Sprech- u./o. Sprachstörungen, mindestens 60 Minuten",1900-01-01,9999-12-31,
33219,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ","Logopäde/ Sprachtherapeut/ Atem-, Sprech- und Stimmlehrer",,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"30 Minuten Therapiezeit am Patienten (2 Teilnehmer), je Teilnehmer",1900-01-01,9999-12-31,
43219,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Sonst. Sprachtherapeut (Verwendung soweit abweichende landesrechtl. Vergütungsregelungen bestehen),,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"30 Minuten Therapiezeit am Patienten (2 Teilnehmer), je Teilnehmer",1900-01-01,9999-12-31,
63219,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Krankenhaus,,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"30 Minuten Therapiezeit am Patienten (2 Teilnehmer), je Teilnehmer",1900-01-01,9999-12-31,
83219,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"30 Minuten Therapiezeit am Patienten (2 Teilnehmer), je Teilnehmer",1900-01-01,9999-12-31,
33220,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ","Logopäde/ Sprachtherapeut/ Atem-, Sprech- und Stimmlehrer", 125 Abs. 1 SGB V,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Gruppentherapie 2 Patientinnen und/oder Patienten, je Patientin oder Patient, Regelbehandlungszeit: 45 Min ",1900-01-01,9999-12-31,GKV-SV
43220,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Sonst. Sprachtherapeut (Verwendung soweit abweichende landesrechtl. Vergütungsregelungen bestehen), 125 Abs. 1 SGB V,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Gruppentherapie 2 Patientinnen und/oder Patienten, je Patientin oder Patient, Regelbehandlungszeit: 45 Min ",1900-01-01,9999-12-31,GKV-SV
63220,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Krankenhaus, 125 Abs. 1 SGB V,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Gruppentherapie 2 Patientinnen und/oder Patienten, je Patientin oder Patient, Regelbehandlungszeit: 45 Min ",1900-01-01,9999-12-31,GKV-SV
83220,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Gruppentherapie 2 Patientinnen und/oder Patienten, je Patientin oder Patient, Regelbehandlungszeit: 45 Min ",1900-01-01,9999-12-31,GKV-SV
33221,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ","Logopäde/ Sprachtherapeut/ Atem-, Sprech- und Stimmlehrer",,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"60 Minuten Therapiezeit am Patienten (2 Teilnehmer), je Teilnehmer",1900-01-01,9999-12-31,
43221,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Sonst. Sprachtherapeut (Verwendung soweit abweichende landesrechtl. Vergütungsregelungen bestehen),,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"60 Minuten Therapiezeit am Patienten (2 Teilnehmer), je Teilnehmer",1900-01-01,9999-12-31,
63221,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Krankenhaus,,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"60 Minuten Therapiezeit am Patienten (2 Teilnehmer), je Teilnehmer",1900-01-01,9999-12-31,
83221,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"60 Minuten Therapiezeit am Patienten (2 Teilnehmer), je Teilnehmer",1900-01-01,9999-12-31,
33222,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ","Logopäde/ Sprachtherapeut/ Atem-, Sprech- und Stimmlehrer", 125 Abs. 1 SGB V,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Gruppentherapie 3 - 5 Patientinnen und/oder Patienten, je Patientin oder Patient, Regelbehandlungszeit: 45 Min ",1900-01-01,9999-12-31,GKV-SV
43222,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Sonst. Sprachtherapeut (Verwendung soweit abweichende landesrechtl. Vergütungsregelungen bestehen), 125 Abs. 1 SGB V,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Gruppentherapie 3 - 5 Patientinnen und/oder Patienten, je Patientin oder Patient, Regelbehandlungszeit: 45 Min ",1900-01-01,9999-12-31,GKV-SV
63222,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Krankenhaus, 125 Abs. 1 SGB V,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Gruppentherapie 3 - 5 Patientinnen und/oder Patienten, je Patientin oder Patient, Regelbehandlungszeit: 45 Min ",1900-01-01,9999-12-31,GKV-SV
83222,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Gruppentherapie 3 - 5 Patientinnen und/oder Patienten, je Patientin oder Patient, Regelbehandlungszeit: 45 Min ",1900-01-01,9999-12-31,GKV-SV
33223,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ","Logopäde/ Sprachtherapeut/ Atem-, Sprech- und Stimmlehrer", 125 Abs. 1 SGB V,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Gruppentherapie 2 Patientinnen und/oder Patienten, je Patientin oder Patient, Regelbehandlungszeit: 90 Min ",1900-01-01,9999-12-31,GKV-SV
43223,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Sonst. Sprachtherapeut (Verwendung soweit abweichende landesrechtl. Vergütungsregelungen bestehen), 125 Abs. 1 SGB V,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Gruppentherapie 2 Patientinnen und/oder Patienten, je Patientin oder Patient, Regelbehandlungszeit: 90 Min ",1900-01-01,9999-12-31,GKV-SV
63223,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Krankenhaus, 125 Abs. 1 SGB V,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Gruppentherapie 2 Patientinnen und/oder Patienten, je Patientin oder Patient, Regelbehandlungszeit: 90 Min ",1900-01-01,9999-12-31,GKV-SV
83223,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Gruppentherapie 2 Patientinnen und/oder Patienten, je Patientin oder Patient, Regelbehandlungszeit: 90 Min ",1900-01-01,9999-12-31,GKV-SV
33224,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ","Logopäde/ Sprachtherapeut/ Atem-, Sprech- und Stimmlehrer", 125 Abs. 1 SGB V,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Gruppentherapie 3 - 5 Patientinnen und/oder Patienten, je Patientin oder Patient, Regelbehandlungszeit: 90 Min ",1900-01-01,9999-12-31,GKV-SV
43224,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Sonst. Sprachtherapeut (Verwendung soweit abweichende landesrechtl. Vergütungsregelungen bestehen), 125 Abs. 1 SGB V,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Gruppentherapie 3 - 5 Patientinnen und/oder Patienten, je Patientin oder Patient, Regelbehandlungszeit: 90 Min ",1900-01-01,9999-12-31,GKV-SV
63224,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Krankenhaus, 125 Abs. 1 SGB V,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Gruppentherapie 3 - 5 Patientinnen und/oder Patienten, je Patientin oder Patient, Regelbehandlungszeit: 90 Min ",1900-01-01,9999-12-31,GKV-SV
83224,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Gruppentherapie 3 - 5 Patientinnen und/oder Patienten, je Patientin oder Patient, Regelbehandlungszeit: 90 Min ",1900-01-01,9999-12-31,GKV-SV
33240,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ","Logopäde/ Sprachtherapeut/ Atem-, Sprech- und Stimmlehrer", 125 Abs. 1 SGB V,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Gruppentherapie 2 Patientinnen und/oder Patienten, je Patientin oder Patient, (telemedizinische Leistungserbringung), Regelbehandlungszeit: 45 Min ",1900-01-01,9999-12-31,GKV-SV
43240,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Sonst. Sprachtherapeut (Verwendung soweit abweichende landesrechtl. Vergütungsregelungen bestehen), 125 Abs. 1 SGB V,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Gruppentherapie 2 Patientinnen und/oder Patienten, je Patientin oder Patient, (telemedizinische Leistungserbringung), Regelbehandlungszeit: 45 Min ",1900-01-01,9999-12-31,GKV-SV
63240,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Krankenhaus, 125 Abs. 1 SGB V,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Gruppentherapie 2 Patientinnen und/oder Patienten, je Patientin oder Patient, (telemedizinische Leistungserbringung), Regelbehandlungszeit: 45 Min ",1900-01-01,9999-12-31,GKV-SV
83240,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Gruppentherapie 2 Patientinnen und/oder Patienten, je Patientin oder Patient, (telemedizinische Leistungserbringung), Regelbehandlungszeit: 45 Min ",1900-01-01,9999-12-31,GKV-SV
33242,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ","Logopäde/ Sprachtherapeut/ Atem-, Sprech- und Stimmlehrer", 125 Abs. 1 SGB V,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Gruppentherapie 3 - 5 Patientinnen und/oder Patienten, je Patientin oder Patient, (telemedizinische Leistungserbringung), Regelbehandlungszeit: 45 Min ",1900-01-01,9999-12-31,GKV-SV
43242,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Sonst. Sprachtherapeut (Verwendung soweit abweichende landesrechtl. Vergütungsregelungen bestehen), 125 Abs. 1 SGB V,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Gruppentherapie 3 - 5 Patientinnen und/oder Patienten, je Patientin oder Patient, (telemedizinische Leistungserbringung), Regelbehandlungszeit: 45 Min ",1900-01-01,9999-12-31,GKV-SV
63242,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Krankenhaus, 125 Abs. 1 SGB V,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Gruppentherapie 3 - 5 Patientinnen und/oder Patienten, je Patientin oder Patient, (telemedizinische Leistungserbringung), Regelbehandlungszeit: 45 Min ",1900-01-01,9999-12-31,GKV-SV
83242,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Gruppentherapie 3 - 5 Patientinnen und/oder Patienten, je Patientin oder Patient, (telemedizinische Leistungserbringung), Regelbehandlungszeit: 45 Min ",1900-01-01,9999-12-31,GKV-SV
33243,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ","Logopäde/ Sprachtherapeut/ Atem-, Sprech- und Stimmlehrer", 125 Abs. 1 SGB V,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Gruppentherapie 2 Patientinnen und/oder Patienten, je Patientin oder Patient, (telemedizinische Leistungserbringung), Regelbehandlungszeit: 90 Min ",1900-01-01,9999-12-31,GKV-SV
43243,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Sonst. Sprachtherapeut (Verwendung soweit abweichende landesrechtl. Vergütungsregelungen bestehen), 125 Abs. 1 SGB V,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Gruppentherapie 2 Patientinnen und/oder Patienten, je Patientin oder Patient, (telemedizinische Leistungserbringung), Regelbehandlungszeit: 90 Min ",1900-01-01,9999-12-31,GKV-SV
63243,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Krankenhaus, 125 Abs. 1 SGB V,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Gruppentherapie 2 Patientinnen und/oder Patienten, je Patientin oder Patient, (telemedizinische Leistungserbringung), Regelbehandlungszeit: 90 Min ",1900-01-01,9999-12-31,GKV-SV
83243,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Gruppentherapie 2 Patientinnen und/oder Patienten, je Patientin oder Patient, (telemedizinische Leistungserbringung), Regelbehandlungszeit: 90 Min ",1900-01-01,9999-12-31,GKV-SV
33244,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ","Logopäde/ Sprachtherapeut/ Atem-, Sprech- und Stimmlehrer", 125 Abs. 1 SGB V,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Gruppentherapie 3 - 5 Patientinnen und/oder Patienten, je Patientin oder Patient, (telemedizinische Leistungserbringung), Regelbehandlungszeit: 90 Min ",1900-01-01,9999-12-31,GKV-SV
43244,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Sonst. Sprachtherapeut (Verwendung soweit abweichende landesrechtl. Vergütungsregelungen bestehen), 125 Abs. 1 SGB V,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Gruppentherapie 3 - 5 Patientinnen und/oder Patienten, je Patientin oder Patient, (telemedizinische Leistungserbringung), Regelbehandlungszeit: 90 Min ",1900-01-01,9999-12-31,GKV-SV
63244,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Krankenhaus, 125 Abs. 1 SGB V,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Gruppentherapie 3 - 5 Patientinnen und/oder Patienten, je Patientin oder Patient, (telemedizinische Leistungserbringung), Regelbehandlungszeit: 90 Min ",1900-01-01,9999-12-31,GKV-SV
83244,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Gruppenbehandlung (Preis incl. Vor- und Nachbereitung),"Gruppentherapie 3 - 5 Patientinnen und/oder Patienten, je Patientin oder Patient, (telemedizinische Leistungserbringung), Regelbehandlungszeit: 90 Min ",1900-01-01,9999-12-31,GKV-SV
33301,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ","Logopäde/ Sprachtherapeut/ Atem-, Sprech- und Stimmlehrer",,Mitteilung/Bericht an den Arzt,auf Anforderung der Krankenkasse,1900-01-01,9999-12-31,
43301,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Sonst. Sprachtherapeut (Verwendung soweit abweichende landesrechtl. Vergütungsregelungen bestehen),,Mitteilung/Bericht an den Arzt,auf Anforderung der Krankenkasse,1900-01-01,9999-12-31,
63301,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Krankenhaus,,Mitteilung/Bericht an den Arzt,auf Anforderung der Krankenkasse,1900-01-01,9999-12-31,
83301,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Mitteilung/Bericht an den Arzt,auf Anforderung der Krankenkasse,1900-01-01,9999-12-31,
33302,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ","Logopäde/ Sprachtherapeut/ Atem-, Sprech- und Stimmlehrer", 125 Abs. 1 SGB V,Mitteilung/Bericht an den Arzt,Bericht des Leistungserbringers an die verordnende Ärztin oder den verordnenden Arzt,1900-01-01,9999-12-31,GKV-SV
43302,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Sonst. Sprachtherapeut (Verwendung soweit abweichende landesrechtl. Vergütungsregelungen bestehen), 125 Abs. 1 SGB V,Mitteilung/Bericht an den Arzt,Bericht des Leistungserbringers an die verordnende Ärztin oder den verordnenden Arzt,1900-01-01,9999-12-31,GKV-SV
63302,Heilmittel,"Stimm-, Sprech-, Sprach- und Schlucktherapie ",Krankenhaus, 125 Abs. 1 SGB V,Mitteilung/Bericht an den Arzt,Bericht des Leistungserbringers an die verordnende Ärztin oder den verordnenden Arzt,1900-01-01,9999-12-31,GKV-SV
